x-axis,F1
second,Volt
-385.2600E-06,+9.4937377E-03
-384.7600E-06,+9.0225715E-03
-384.2600E-06,+9.9467446E-03
-383.7600E-06,+9.6301310E-03
-383.2600E-06,+9.5057352E-03
-382.7600E-06,+9.5246418E-03
-382.2600E-06,+9.8659042E-03
-381.7600E-06,+9.5796864E-03
-381.2600E-06,+9.3308590E-03
-380.7600E-06,+9.1614489E-03
-380.2600E-06,+9.3625982E-03
-379.7600E-06,+9.1607812E-03
-379.2600E-06,+9.4326053E-03
-378.7600E-06,+9.1712009E-03
-378.2600E-06,+9.6864719E-03
-377.7600E-06,+10.1480582E-03
-377.2600E-06,+10.1362904E-03
-376.7600E-06,+9.3199452E-03
-376.2600E-06,+9.1527646E-03
-375.7600E-06,+9.5744027E-03
-375.2600E-06,+9.0014480E-03
-374.7600E-06,+9.9771142E-03
-374.2600E-06,+9.6581861E-03
-373.7600E-06,+9.5498503E-03
-373.2600E-06,+9.6140463E-03
-372.7600E-06,+9.9195843E-03
-372.2600E-06,+9.6891875E-03
-371.7600E-06,+9.4546195E-03
-371.2600E-06,+9.2670398E-03
-370.7600E-06,+9.4252834E-03
-370.2600E-06,+9.3087912E-03
-369.7600E-06,+9.3685285E-03
-369.2600E-06,+9.2777587E-03
-368.7600E-06,+9.6770588E-03
-368.2600E-06,+10.1690645E-03
-367.7600E-06,+10.2191802E-03
-367.2600E-06,+9.3288357E-03
-366.7600E-06,+9.1000338E-03
-366.2600E-06,+9.6270917E-03
-365.7600E-06,+9.0401206E-03
-365.2600E-06,+9.9260750E-03
-364.7600E-06,+9.6633073E-03
-364.2600E-06,+9.5755883E-03
-363.7600E-06,+9.6812945E-03
-363.2600E-06,+9.9234023E-03
-362.7600E-06,+9.6801606E-03
-362.2600E-06,+9.4497367E-03
-361.7600E-06,+9.1481639E-03
-361.2600E-06,+9.4599740E-03
-360.7600E-06,+9.2331941E-03
-360.2600E-06,+9.3668530E-03
-359.7600E-06,+9.2428277E-03
-359.2600E-06,+9.6610760E-03
-358.7600E-06,+10.0756262E-03
-358.2600E-06,+10.1684707E-03
-357.7600E-06,+9.3406020E-03
-357.2600E-06,+9.0919312E-03
-356.7600E-06,+9.6321255E-03
-356.2600E-06,+9.0573412E-03
-355.7600E-06,+9.9739566E-03
-355.2600E-06,+9.6824397E-03
-354.7600E-06,+9.5372939E-03
-354.2600E-06,+9.6365530E-03
-353.7600E-06,+10.0225828E-03
-353.2600E-06,+9.6637896E-03
-352.7600E-06,+9.4036252E-03
-352.2600E-06,+9.1883482E-03
