x-axis,1,2
second,Volt,Volt
-418.00E-06,-1.63105E-03,-52.90829E-03
-417.00E-06,-630.54E-06,-50.69726E-03
-416.00E-06,-993.36E-06,-45.06903E-03
-415.00E-06,-1.04059E-03,-51.50122E-03
-414.00E-06,+1.95287E-03,-40.84806E-03
-413.00E-06,-3.57928E-03,-48.88823E-03
-412.00E-06,-173.24E-06,-44.26497E-03
-411.00E-06,-155.17E-06,-51.09936E-03
-410.00E-06,-3.72151E-03,-53.51130E-03
-409.00E-06,-2.11596E-03,-53.51130E-03
-408.00E-06,-1.08733E-03,-47.07906E-03
-407.00E-06,-2.91296E-03,-57.33022E-03
-406.00E-06,-1.83003E-03,-43.26014E-03
-405.00E-06,-1.72903E-03,-43.46105E-03
-404.00E-06,-2.58883E-03,-49.89344E-03
-403.00E-06,-1.72350E-03,-53.51130E-03
-402.00E-06,-1.98331E-03,-55.11947E-03
-401.00E-06,-2.55869E-03,-48.48618E-03
-400.00E-06,-2.34210E-03,-63.56097E-03
-399.00E-06,-2.13708E-03,-40.84753E-03
-398.00E-06,-1.82602E-03,-41.65169E-03
-397.00E-06,-2.19235E-03,-46.07428E-03
-396.00E-06,-2.50241E-03,-42.05437E-03
-395.00E-06,-2.53306E-03,-50.49659E-03
-394.00E-06,-2.20440E-03,-53.51130E-03
-393.00E-06,+742.31E-06,-40.24437E-03
-392.00E-06,-5.48480E-03,-48.48618E-03
-391.00E-06,-1.01040E-03,-55.72214E-03
-390.00E-06,-1.32707E-03,-51.50103E-03
-389.00E-06,-3.68882E-03,-44.66731E-03
-388.00E-06,-1.47575E-03,-38.43593E-03
-387.00E-06,-1.75066E-03,-48.48618E-03
-386.00E-06,-3.28229E-03,-53.51130E-03
-385.00E-06,-1.99785E-03,-47.48063E-03
-384.00E-06,-1.73407E-03,-56.92758E-03
-383.00E-06,-2.55316E-03,-53.51130E-03
-382.00E-06,-2.24261E-03,-54.11460E-03
-381.00E-06,-2.41045E-03,-43.86248E-03
-380.00E-06,-2.44260E-03,-55.52075E-03
-379.00E-06,-1.73154E-03,-48.08509E-03
-378.00E-06,-2.26724E-03,-56.12405E-03
-377.00E-06,-2.70592E-03,-48.48618E-03
-376.00E-06,-2.43205E-03,-56.92773E-03
-375.00E-06,-2.24158E-03,-48.48618E-03
-374.00E-06,-1.98231E-03,-49.28985E-03
-373.00E-06,-2.28381E-03,-46.67643E-03
-372.00E-06,-1.70009E-03,-38.63765E-03
-371.00E-06,-4.91539E-03,-45.27046E-03
-370.00E-06,+188.07E-06,-50.49698E-03
