x-axis,1,2
second,Volt,Volt
-418.00E-06,-1.02100E-03,-54.11431E-03
-417.00E-06,-1.05868E-03,-49.89320E-03
-416.00E-06,-1.04914E-03,-48.48618E-03
-415.00E-06,+916.68E-06,-48.48618E-03
-414.00E-06,-3.22501E-03,-40.84806E-03
-413.00E-06,+2.22222E-03,-44.66721E-03
-412.00E-06,-432.06E-06,-63.15960E-03
-411.00E-06,-3.62351E-03,-54.71727E-03
-410.00E-06,-955.16E-06,-51.50098E-03
-409.00E-06,-1.23758E-03,-45.67218E-03
-408.00E-06,-2.53808E-03,-54.11465E-03
-407.00E-06,-1.51949E-03,-61.75224E-03
-406.00E-06,-1.83959E-03,-43.66196E-03
-405.00E-06,-2.31949E-03,-49.49110E-03
-404.00E-06,-1.16873E-03,-58.53643E-03
-403.00E-06,-1.79688E-03,-63.36079E-03
-402.00E-06,-2.22301E-03,-50.09435E-03
-401.00E-06,-2.00291E-03,-57.73227E-03
-400.00E-06,-2.07828E-03,-63.56141E-03
-399.00E-06,-1.50994E-03,-53.51130E-03
-398.00E-06,-1.79588E-03,-48.48618E-03
-397.00E-06,-2.24060E-03,-53.51130E-03
-396.00E-06,-2.19988E-03,-47.07949E-03
-395.00E-06,-1.80942E-03,-42.45676E-03
-394.00E-06,-1.96682E-03,-53.51130E-03
-393.00E-06,-4.08879E-03,-53.51130E-03
-392.00E-06,+70.97E-06,-46.27471E-03
-391.00E-06,-2.16677E-03,-49.08962E-03
-390.00E-06,-3.13855E-03,-57.53185E-03
-389.00E-06,-604.92E-06,-49.69244E-03
-388.00E-06,-2.18132E-03,-53.91355E-03
-387.00E-06,-2.76670E-03,-48.08441E-03
-386.00E-06,-1.46772E-03,-54.71708E-03
-385.00E-06,-1.81447E-03,-57.53218E-03
-384.00E-06,-2.12350E-03,-58.53643E-03
-383.00E-06,-1.80794E-03,-57.12912E-03
-382.00E-06,-2.27075E-03,-49.08948E-03
-381.00E-06,-2.08581E-03,-53.51130E-03
-380.00E-06,-1.29938E-03,-51.50185E-03
-379.00E-06,-2.04162E-03,-55.32004E-03
-378.00E-06,-2.29588E-03,-48.48618E-03
-377.00E-06,-2.10391E-03,-56.72803E-03
-376.00E-06,-2.03153E-03,-59.34078E-03
-375.00E-06,-1.48785E-03,-63.56020E-03
-374.00E-06,-1.55162E-03,-54.31498E-03
-373.00E-06,-4.43572E-03,-50.29593E-03
-372.00E-06,-2.98269E-03,-56.32646E-03
-371.00E-06,+594.06E-06,-50.29559E-03
-370.00E-06,-2.35976E-03,-60.54535E-03
