x-axis,1,2
second,Volt,Volt
-418.00E-06,-3.45868E-03,-50.29520E-03
-417.00E-06,-1.47074E-03,-60.74751E-03
-416.00E-06,-1.27929E-03,-56.32539E-03
-415.00E-06,-2.07074E-03,-59.54140E-03
-414.00E-06,-1.26421E-03,-59.74249E-03
-413.00E-06,-1.30693E-03,-58.53643E-03
-412.00E-06,-2.00341E-03,-58.93839E-03
-411.00E-06,-2.51195E-03,-59.94364E-03
-410.00E-06,-2.86220E-03,-47.48102E-03
-409.00E-06,-3.23105E-03,-57.93356E-03
-408.00E-06,-3.26120E-03,-52.70753E-03
-407.00E-06,-2.85567E-03,-62.95845E-03
-406.00E-06,-3.33155E-03,-58.73733E-03
-405.00E-06,-3.20391E-03,-62.55663E-03
-404.00E-06,-1.57682E-03,-55.32023E-03
-403.00E-06,-6.06971E-03,-55.92348E-03
-402.00E-06,-745.61E-06,-61.95338E-03
-401.00E-06,-2.54765E-03,-53.51130E-03
-400.00E-06,-5.36972E-03,-43.46177E-03
-399.00E-06,-2.53706E-03,-49.29004E-03
-398.00E-06,-2.67327E-03,-50.09406E-03
-397.00E-06,-3.70994E-03,-63.36021E-03
-396.00E-06,-2.77426E-03,-45.27027E-03
-395.00E-06,-3.47779E-03,-57.53122E-03
-394.00E-06,-3.78782E-03,-53.91369E-03
-393.00E-06,-2.61596E-03,-49.69181E-03
-392.00E-06,-3.16171E-03,-54.91813E-03
-391.00E-06,-3.52200E-03,-59.13987E-03
-390.00E-06,-3.35718E-03,-60.54670E-03
-389.00E-06,-3.36622E-03,-52.30504E-03
-388.00E-06,-2.95366E-03,-53.91355E-03
-387.00E-06,-3.22100E-03,-62.75802E-03
-386.00E-06,-3.64111E-03,-48.28416E-03
-385.00E-06,-3.61345E-03,-50.49597E-03
-384.00E-06,-3.17676E-03,-51.29998E-03
-383.00E-06,-3.03222E-03,-53.51130E-03
-382.00E-06,-5.67618E-03,-55.32120E-03
-381.00E-06,-1.19584E-03,-63.16013E-03
-380.00E-06,-3.45272E-03,-52.50508E-03
-379.00E-06,-4.40689E-03,-54.91895E-03
-378.00E-06,-2.05566E-03,-50.69818E-03
-377.00E-06,-3.58184E-03,-50.09454E-03
-376.00E-06,-4.06972E-03,-67.78233E-03
-375.00E-06,-2.91998E-03,-53.51198E-03
-374.00E-06,-3.18131E-03,-50.89720E-03
-373.00E-06,-3.51194E-03,-46.67643E-03
-372.00E-06,-3.29185E-03,-60.74640E-03
-371.00E-06,-3.46875E-03,-56.72701E-03
-370.00E-06,-3.43505E-03,-52.50590E-03
