x-axis,F1
second,Volt
-7.593750000000e-002,-2.53906e-004
-7.589062500000e-002,-2.05078e-004
-7.584375000000e-002,-2.05078e-004
-7.579687500000e-002,-1.56250e-004
-7.575000000000e-002,-2.53906e-004
-7.570312500000e-002,-2.05078e-004
-7.565625000000e-002,-2.05078e-004
-7.560937500000e-002,-2.53906e-004
-7.556250000000e-002,-2.05078e-004
-7.551562500000e-002,-2.05078e-004
-7.546875000000e-002,-2.53906e-004
-7.542187500000e-002,-2.53906e-004
-7.537500000000e-002,-2.05078e-004
-7.532812500000e-002,-2.05078e-004
-7.528125000000e-002,-3.02734e-004
-7.523437500000e-002,-2.53906e-004
-7.518750000000e-002,-2.05078e-004
-7.514062500000e-002,-1.56250e-004
-7.509375000000e-002,-2.53906e-004
-7.504687500000e-002,-2.53906e-004
-7.500000000000e-002,-2.53906e-004
-7.495312500000e-002,-2.53906e-004
-7.490625000000e-002,-2.53906e-004
-7.485937500000e-002,-2.05078e-004
-7.481250000000e-002,-2.05078e-004
-7.476562500000e-002,-2.53906e-004
-7.471875000000e-002,-2.05078e-004
-7.467187500000e-002,-3.02734e-004
-7.462500000000e-002,-2.05078e-004
-7.457812500000e-002,-2.53906e-004
-7.453125000000e-002,-2.05078e-004
-7.448437500000e-002,-2.53906e-004
-7.443750000000e-002,-2.05078e-004
-7.439062500000e-002,-1.56250e-004
-7.434375000000e-002,-2.53906e-004
-7.429687500000e-002,-3.02734e-004
-7.425000000000e-002,-2.53906e-004
-7.420312500000e-002,-2.53906e-004
-7.415625000000e-002,-2.53906e-004
-7.410937500000e-002,-2.53906e-004
-7.406250000000e-002,-3.51562e-004
-7.401562500000e-002,-2.53906e-004
-7.396875000000e-002,-2.53906e-004
-7.392187500000e-002,-3.02734e-004
-7.387500000000e-002,-1.56250e-004
-7.382812500000e-002,-1.56250e-004
-7.378125000000e-002,-2.53906e-004
-7.373437500000e-002,-3.02734e-004
-7.368750000000e-002,-3.02734e-004
-7.364062500000e-002,-3.02734e-004
-7.359375000000e-002,-2.05078e-004
-7.354687500000e-002,-2.53906e-004
-7.350000000000e-002,-2.05078e-004
-7.345312500000e-002,-2.05078e-004
-7.340625000000e-002,-2.53906e-004
-7.335937500000e-002,-3.02734e-004
-7.331250000000e-002,-2.53906e-004
-7.326562500000e-002,-3.02734e-004
-7.321875000000e-002,-2.53906e-004
-7.317187500000e-002,-3.02734e-004
-7.312500000000e-002,-3.02734e-004
-7.307812500000e-002,-2.05078e-004
-7.303125000000e-002,-2.05078e-004
-7.298437500000e-002,-2.53906e-004
-7.293750000000e-002,-2.05078e-004
-7.289062500000e-002,-2.53906e-004
-7.284375000000e-002,-1.56250e-004
-7.279687500000e-002,-2.05078e-004
-7.275000000000e-002,-2.05078e-004
-7.270312500000e-002,-2.05078e-004
-7.265625000000e-002,-2.53906e-004
-7.260937500000e-002,-2.53906e-004
-7.256250000000e-002,-1.56250e-004
-7.251562500000e-002,-2.05078e-004
-7.246875000000e-002,-2.05078e-004
-7.242187500000e-002,-1.56250e-004
-7.237500000000e-002,-2.05078e-004
-7.232812500000e-002,-2.05078e-004
-7.228125000000e-002, 0.00000e+000
-7.223437500000e-002,-2.53906e-004
-7.218750000000e-002,-3.02734e-004
-7.214062500000e-002,-2.53906e-004
-7.209375000000e-002,-2.53906e-004
-7.204687500000e-002,-1.56250e-004
-7.200000000000e-002,-2.05078e-004
-7.195312500000e-002,-2.05078e-004
-7.190625000000e-002,-1.56250e-004
-7.185937500000e-002,-1.56250e-004
-7.181250000000e-002,-2.53906e-004
-7.176562500000e-002,-3.02734e-004
-7.171875000000e-002,-2.05078e-004
-7.167187500000e-002,-2.05078e-004
-7.162500000000e-002,-1.56250e-004
-7.157812500000e-002,-2.05078e-004
-7.153125000000e-002,-2.05078e-004
-7.148437500000e-002,-2.05078e-004
-7.143750000000e-002,-2.05078e-004
-7.139062500000e-002,-1.56250e-004
-7.134375000000e-002,-1.07422e-004
-7.129687500000e-002,-1.07422e-004
-7.125000000000e-002, 0.00000e+000
-7.120312500000e-002,-1.56250e-004
-7.115625000000e-002,-2.05078e-004
-7.110937500000e-002,-2.05078e-004
-7.106250000000e-002,-1.56250e-004
-7.101562500000e-002,-1.56250e-004
-7.096875000000e-002,-1.56250e-004
-7.092187500000e-002,-1.07422e-004
-7.087500000000e-002,-1.07422e-004
-7.082812500000e-002,-1.07422e-004
-7.078125000000e-002,-1.56250e-004
-7.073437500000e-002,-2.05078e-004
-7.068750000000e-002,-1.56250e-004
-7.064062500000e-002,-5.85937e-005
-7.059375000000e-002,-1.07422e-004
-7.054687500000e-002,-1.07422e-004
-7.050000000000e-002,-1.56250e-004
-7.045312500000e-002,-1.07422e-004
-7.040625000000e-002,-1.56250e-004
-7.035937500000e-002,-2.05078e-004
-7.031250000000e-002, 0.00000e+000
