x-axis,F1
second,Volt
-76.00000E-03,
-75.95500E-03,
-75.91000E-03,-217.85E-06
-75.86500E-03,-209.84E-06
-75.82000E-03,-200.50E-06
-75.77500E-03,-250.55E-06
-75.73000E-03,-235.87E-06
-75.68500E-03,-172.81E-06
-75.64000E-03,-200.50E-06
-75.59500E-03,-250.55E-06
-75.55000E-03,-243.84E-06
-75.50500E-03,-245.88E-06
-75.46000E-03,-250.55E-06
-75.41500E-03,-221.19E-06
-75.37000E-03,-221.85E-06
-75.32500E-03,-200.50E-06
-75.28000E-03,-289.92E-06
-75.23500E-03,-250.55E-06
-75.19000E-03,-211.18E-06
-75.14500E-03,-187.44E-06
-75.10000E-03,-250.55E-06
-75.05500E-03,-180.73E-06
-75.01000E-03,-164.61E-06
-74.96500E-03,-200.50E-06
-74.92000E-03,-209.18E-06
-74.87500E-03,-200.50E-06
-74.83000E-03,-326.27E-06
-74.78500E-03,-233.20E-06
-74.74000E-03,-250.55E-06
-74.69500E-03,-249.21E-06
-74.65000E-03,-293.92E-06
-74.60500E-03,-185.64E-06
-74.56000E-03,-250.55E-06
-74.51500E-03,-200.50E-06
-74.47000E-03,-250.55E-06
-74.42500E-03,-250.55E-06
-74.38000E-03,-241.15E-06
-74.33500E-03,-137.98E-06
-74.29000E-03,-241.87E-06
-74.24500E-03,-207.58E-06
-74.20000E-03,-250.55E-06
-74.15500E-03,-255.89E-06
-74.11000E-03,-250.55E-06
-74.06500E-03,-319.10E-06
-74.02000E-03,-250.55E-06
-73.97500E-03,-250.55E-06
-73.93000E-03,-231.20E-06
-73.88500E-03,-235.78E-06
-73.84000E-03,-249.88E-06
-73.79500E-03,-241.87E-06
-73.75000E-03,-250.55E-06
-73.70500E-03,-225.86E-06
-73.66000E-03,-265.90E-06
-73.61500E-03,-200.50E-06
-73.57000E-03,-201.84E-06
-73.52500E-03,-250.55E-06
-73.48000E-03,-235.87E-06
-73.43500E-03,-195.50E-06
-73.39000E-03,-250.55E-06
-73.34500E-03,-250.55E-06
-73.30000E-03,-116.56E-06
-73.25500E-03,-255.22E-06
-73.21000E-03,-213.18E-06
-73.16500E-03,-330.32E-06
-73.12000E-03,-279.24E-06
-73.07500E-03,-200.50E-06
-73.03000E-03,-205.84E-06
-72.98500E-03,-253.22E-06
-72.94000E-03,-200.50E-06
-72.89500E-03,-231.86E-06
-72.85000E-03,-176.86E-06
-72.80500E-03,-165.38E-06
-72.76000E-03,-243.21E-06
-72.71500E-03,-249.21E-06
-72.67000E-03,-191.72E-06
-72.62500E-03,-233.87E-06
-72.58000E-03,-125.15E-06
-72.53500E-03,-182.94E-06
-72.49000E-03,-241.21E-06
-72.44500E-03,-201.84E-06
-72.40000E-03,-156.60E-06
-72.35500E-03,-200.50E-06
-72.31000E-03,-149.84E-06
-72.26500E-03,-219.85E-06
-72.22000E-03,-289.25E-06
-72.17500E-03,-203.84E-06
-72.13000E-03,-250.55E-06
-72.08500E-03,-213.18E-06
-72.04000E-03,-179.56E-06
-71.99500E-03,-221.85E-06
-71.95000E-03,-213.85E-06
-71.90500E-03,-149.84E-06
-71.86000E-03,-149.84E-06
-71.81500E-03,-229.06E-06
-71.77000E-03,-263.23E-06
-71.72500E-03,-227.19E-06
-71.68000E-03,-235.20E-06
-71.63500E-03,-235.78E-06
-71.59000E-03,-199.83E-06
-71.54500E-03,-209.18E-06
-71.50000E-03,-166.73E-06
-71.45500E-03,-200.50E-06
-71.41000E-03,-134.70E-06
-71.36500E-03,-149.84E-06
-71.32000E-03,-151.19E-06
-71.27500E-03,-106.47E-06
-71.23000E-03,-149.84E-06
-71.18500E-03,-177.53E-06
-71.14000E-03,-169.43E-06
-71.09500E-03,-149.84E-06
-71.05000E-03,-153.22E-06
-71.00500E-03,-149.84E-06
-70.96000E-03,-149.84E-06
-70.91500E-03,-129.15E-06
-70.87000E-03,-121.15E-06
-70.82500E-03,-99.79E-06
-70.78000E-03,-149.84E-06
-70.73500E-03,-197.80E-06
-70.69000E-03,-139.16E-06
-70.64500E-03,-87.11E-06
-70.60000E-03,-99.79E-06
-70.55500E-03,-134.49E-06
-70.51000E-03,-149.84E-06
-70.46500E-03,-100.46E-06
-70.42000E-03,-58.42E-06
-70.37500E-03,-83.11E-06
-70.33000E-03,-75.10E-06
-70.28500E-03,-49.74E-06
-70.24000E-03,-81.11E-06
-70.19500E-03,-101.13E-06
-70.15000E-03,-149.84E-06
-70.10500E-03,-164.70E-06
-70.06000E-03,-149.84E-06
-70.01500E-03,-119.14E-06
-69.97000E-03,-189.02E-06
-69.92500E-03,-146.50E-06
-69.88000E-03,-99.79E-06
-69.83500E-03,-112.47E-06
-69.79000E-03,-99.79E-06
-69.74500E-03,-149.84E-06
-69.70000E-03,-149.84E-06
-69.65500E-03,-60.42E-06
-69.61000E-03,-99.79E-06
-69.56500E-03,-128.49E-06
-69.52000E-03,-68.43E-06
-69.47500E-03,-73.10E-06
-69.43000E-03,-49.74E-06
-69.38500E-03,-7.04E-06
-69.34000E-03,-99.79E-06
-69.29500E-03,-91.12E-06
-69.25000E-03,-83.11E-06
-69.20500E-03,-360E-09
-69.16000E-03,-115.14E-06
-69.11500E-03,-140.50E-06
-69.07000E-03,-99.79E-06
-69.02500E-03,-43.07E-06
-68.98000E-03,-49.74E-06
-68.93500E-03,-22.38E-06
-68.89000E-03,+19.66E-06
-68.84500E-03,-49.74E-06
-68.80000E-03,-39.73E-06
-68.75500E-03,+310E-09
-68.71000E-03,+310E-09
-68.66500E-03,-8.37E-06
-68.62000E-03,+21.66E-06
-68.57500E-03,+37.01E-06
-68.53000E-03,+45.02E-06
-68.48500E-03,+50.35E-06
-68.44000E-03,+10.98E-06
-68.39500E-03,+18.99E-06
-68.35000E-03,+100.40E-06
-68.30500E-03,+69.71E-06
-68.26000E-03,+100.40E-06
-68.21500E-03,+50.35E-06
-68.17000E-03,+76.49E-06
-68.12500E-03,+33.67E-06
-68.08000E-03,+50.35E-06
-68.03500E-03,+310E-09
-67.99000E-03,+50.35E-06
-67.94500E-03,+51.69E-06
-67.90000E-03,+310E-09
-67.85500E-03,+100.40E-06
-67.81000E-03,+127.76E-06
-67.76500E-03,+31.00E-06
-67.72000E-03,+139.11E-06
-67.67500E-03,+100.40E-06
-67.63000E-03,+100.40E-06
-67.58500E-03,+137.77E-06
-67.54000E-03,+142.03E-06
-67.49500E-03,+121.76E-06
-67.45000E-03,+137.11E-06
-67.40500E-03,+100.40E-06
-67.36000E-03,+195.74E-06
-67.31500E-03,+190.30E-06
-67.27000E-03,+169.36E-06
-67.22500E-03,+177.47E-06
-67.18000E-03,+150.45E-06
-67.13500E-03,+100.40E-06
-67.09000E-03,+100.40E-06
-67.04500E-03,+150.45E-06
-67.00000E-03,+167.34E-06
-66.95500E-03,+176.12E-06
-66.91000E-03,+185.36E-06
-66.86500E-03,+150.45E-06
-66.82000E-03,+248.47E-06
-66.77500E-03,+194.36E-06
-66.73000E-03,+186.25E-06
-66.68500E-03,+173.42E-06
-66.64000E-03,+201.11E-06
-66.59500E-03,+201.11E-06
-66.55000E-03,+153.83E-06
-66.50500E-03,+246.49E-06
-66.46000E-03,+275.85E-06
-66.41500E-03,+221.80E-06
