x-axis,F1
second,Volt
-5.000000E+00,+3.065E-03
-4.995000E+00,-234E-06
-4.990000E+00,+3.927E-03
-4.985000E+00,+7.586E-03
-4.980000E+00,+3.426E-03
-4.975000E+00,-562E-06
-4.970000E+00,+4.564E-03
-4.965000E+00,+7.775E-03
-4.960000E+00,+2.761E-03
-4.955000E+00,-317E-06
-4.950000E+00,+4.129E-03
-4.945000E+00,+7.848E-03
-4.940000E+00,+3.060E-03
-4.935000E+00,-570E-06
-4.930000E+00,+4.299E-03
-4.925000E+00,+6.632E-03
-4.920000E+00,+2.576E-03
-4.915000E+00,-934E-06
-4.910000E+00,+3.752E-03
-4.905000E+00,+7.827E-03
-4.900000E+00,+3.105E-03
-4.895000E+00,-554E-06
-4.890000E+00,+4.288E-03
-4.885000E+00,+7.869E-03
-4.880000E+00,+3.455E-03
-4.875000E+00,-602E-06
-4.870000E+00,+4.148E-03
-4.865000E+00,+8.058E-03
-4.860000E+00,+3.185E-03
-4.855000E+00,-629E-06
-4.850000E+00,+4.019E-03
-4.845000E+00,+8.119E-03
-4.840000E+00,+3.503E-03
-4.835000E+00,-387E-06
-4.830000E+00,+3.712E-03
-4.825000E+00,+7.797E-03
-4.820000E+00,+3.281E-03
-4.815000E+00,-625E-06
-4.810000E+00,+4.029E-03
-4.805000E+00,+7.735E-03
-4.800000E+00,+3.155E-03
-4.795000E+00,-1.485E-03
-4.790000E+00,+3.247E-03
-4.785000E+00,+7.500E-03
-4.780000E+00,+2.795E-03
-4.775000E+00,-773E-06
-4.770000E+00,+3.856E-03
-4.765000E+00,+7.636E-03
-4.760000E+00,+3.306E-03
-4.755000E+00,-747E-06
-4.750000E+00,+3.818E-03
-4.745000E+00,+7.606E-03
-4.740000E+00,+3.943E-03
-4.735000E+00,+175E-06
-4.730000E+00,+2.082E-03
-4.725000E+00,+6.009E-03
-4.720000E+00,-874E-06
-4.715000E+00,-3.530E-03
-4.710000E+00,+155E-06
